UK,Entity,the Victory Front,Liberation of al-Sham Commission,null
UK,Entity,the Victory Front,Liberation of the Levant Organisation Tahrir al-Sham,null
UK,Entity,the Victory Front,Tahrir al-Sham Hay'at,null
UK,Entity,the Victory Front,The Front for the Liberation of al Sham,null
UK,Entity,the Victory Front,the Levant,null
UK,Entity,the Victory Front,the Victory Front,null
UK,Entity,Usama Bin Laden Organization,Al Qaeda,null
UK,Entity,Usama Bin Laden Organization,Al Qa'ida,null
UK,Entity,Usama Bin Laden Organization,Islamic Army,null
UK,Entity,Usama Bin Laden Organization,Islamic Salvation Foundation,null
UK,Entity,Usama Bin Laden Organization,The Base,null
UK,Entity,Usama Bin Laden Organization,The Group for the Preservation of the Holy Sites,null
UK,Entity,Usama Bin Laden Organization,The Islamic Army for the Liberation of Holy Places,null
UK,Entity,Usama Bin Laden Organization,The World Islamic Front for Jihad Against Jews and Crusaders,null
UK,Entity,Usama Bin Laden Organization,Usama Bin Laden Network,null
UK,Entity,Usama Bin Laden Organization,Usama Bin Laden Organization,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,Al-Qaida of Jihad in the Land of the Two Rivers,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,al-Tawhid,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,al-Zarqawi network,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,AQI,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,ISI,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,Islamic State in Iraq and the Levant,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,Islamic State of Iraq,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,Jama'at Al-Tawhid Wa'al-Jihad,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,JTJ,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,Qaida of the Jihad in the Land of the Two Rivers,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,Tanzeem Qa idat al Jihad/Bilad al Raafidaini,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,Tanzim Qa'idat Al-Jihad fi Bilad al-Rafidayn,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,the Monotheism and Jihad Group,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,The Organization Base of Jihad/Country of the Two Rivers,null
UK,Entity,The Organization Base of Jihad/Mesopotamia,The Organization Base of Jihad/Mesopotamia,null
UK,Entity,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,Al-Qaida in the South Arabian Peninsula,null
UK,Entity,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,Al-Qaida in Yemen (AQY),null
UK,Entity,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,Al-Qaida of Jihad Organization in the Arabian Peninsula,null
UK,Entity,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,Al-Qaida Organization in the Arabian Peninsula AQAP,null
UK,Entity,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,Ansar al-Shari'a AAS,null
UK,Entity,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,AQAP,null
UK,Entity,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,null
UK,Entity,Katibat Ansar al Charia,Ansar al Charia,null
UK,Entity,Katibat Ansar al Charia,Ansar al Charia in Libya ASL,null
UK,Entity,Katibat Ansar al Charia,Ansar al Sharia,null
UK,Entity,Katibat Ansar al Charia,Ansar al-Charia,null
UK,Entity,Katibat Ansar al Charia,Ansar al-Charia Benghazi,null
UK,Entity,Katibat Ansar al Charia,Ansar al-Sharia,null
UK,Entity,Katibat Ansar al Charia,Ansar al-Sharia Benghazi,null
UK,Entity,Katibat Ansar al Charia,Katibat Ansar al Charia,null
UK,Entity,Ansar al-Sharia Derna,Ansar al Charia,null
UK,Entity,Ansar al-Sharia Derna,Ansar al Sharia,null
UK,Entity,Ansar al-Sharia Derna,Ansar al-Charia Derna,null
UK,Entity,Ansar al-Sharia Derna,Ansar al-Sharia Derna,null
UK,Entity,Supporters of Islam in Kurdistan,Ansar al-Sunna,null
UK,Entity,Supporters of Islam in Kurdistan,Ansar al-Sunna Army,null
UK,Entity,Supporters of Islam in Kurdistan,Devotees of Islam,null
UK,Entity,Supporters of Islam in Kurdistan,Followers of Islam in Kurdistan,null
UK,Entity,Supporters of Islam in Kurdistan,Jaish Ansar al-Sunna,null
UK,Entity,Supporters of Islam in Kurdistan,Jund al-Islam,null
UK,Entity,Supporters of Islam in Kurdistan,Kurdish Taliban,null
UK,Entity,Supporters of Islam in Kurdistan,Kurdistan Supporters of Islam,null
UK,Entity,Supporters of Islam in Kurdistan,Soldiers of God,null
UK,Entity,Supporters of Islam in Kurdistan,Soldiers of Islam,null
UK,Entity,Supporters of Islam in Kurdistan,Supporters of Islam in Kurdistan,null
UK,Entity,Supporters of Islamic Law,AAS-T,null
UK,Entity,Supporters of Islamic Law,Al-Qayrawan Media Foundation,null
